id,title,author,genre,age_group,availability,description,thumbnail_url
111,Brain Freeze!, ,Childrens;Childrens>Middle Grade;Fiction;Fantasy;Science Fiction>Time Travel;Short Stories;Science Fiction;Magical Realism;Contemporary,0-2;2-4;4-10;10+,available, ,https://ik.imagekit.io/qdxmlqyzh/LOBH/images-1/111.jpg
112,"Brown Bear, Brown Bear, What Do You See?",Bill;Carle Martin,Childrens>Picture Books;Childrens;Animals;Fiction;Classics;Childrens>Storytime;Poetry;Kids;Childrens>Juvenile;Young Adult,0-2;2-4;4-10;10+,available,"There are sliding doors throughout the book, which children will just love to open, so they can discover what the next animal in this engaging story will be.",https://ik.imagekit.io/qdxmlqyzh/LOBH/images-1/112.jpg
113,Brownies Sleepover Surprise,Caroline Plaisted,,0-2;2-4;4-10;10+,available,It's time for the Brownies' Annual Show and Sleepover and the girls are super-excited!,https://ik.imagekit.io/qdxmlqyzh/LOBH/images-1/113.jpg
114,Browny Bear Sleeps Late At Night,Geetika Bahl,,0-2;2-4;4-10;10+,available, ,
115,Bubbles Finds A Red Ball,,,0-2;2-4;4-10;10+,available,BUBBLES ' FIRST STORYBOOKS Points to Ponder Bubbles Finds A Red Ball 1. What did Bubbles find in the park ? 2. Why was Spark crying ? 3. What did Bubbles do with the ball ? Why ? 4. Did Bubbles do the right thing ? 5.,https://ik.imagekit.io/qdxmlqyzh/LOBH/images-1/115.jpg
116,Bubbles Has A Toothache, ,,0-2;2-4;4-10;10+,available, ,https://ik.imagekit.io/qdxmlqyzh/LOBH/images-1/116.jpg
117,Budabheem,,,0-2;2-4;4-10;10+,available,,
118,Buffy,Bob Graham,Childrens>Picture Books;Animals>Dogs;Animals;Childrens,0-2;2-4;4-10;10+,available, ,https://ik.imagekit.io/qdxmlqyzh/LOBH/images-1/118.jpg
119,Bugs In June, ,,0-2;2-4;4-10;10+,available, ,https://ik.imagekit.io/qdxmlqyzh/LOBH/images-1/119.jpg
120,Bul Bul Aur Munnu,Shrama Sharma,,0-2;2-4;4-10;10+,available, ,
121,Bus Ki Sair,Valikanan,,0-2;2-4;4-10;10+,available, ,
122,But Excuse Me That Is My Book,Lauren Child,Childrens>Picture Books;Childrens;Writing>Books About Books;Fiction;Humor;Childrens>Storytime;Academic>School;Family;Childrens>Young Readers;Literature>21st Century,0-2;2-4;4-10;10+,available,,https://ik.imagekit.io/qdxmlqyzh/LOBH/images-1/122.jpg
123,Buttercup And The Moon,Enid Blyton,,0-2;2-4;4-10;10+,available,This great series of hardback books are good for kids to read by themselves or with a parent. There are 8 titles in the series and each one is a classic Enid Blyton tale accompanied by wonderful illustrations. 5-7 years.,https://ik.imagekit.io/qdxmlqyzh/LOBH/images-1/123.jpg
124,"Bye-Bye, Mom And Dad",Mercer Mayer,Childrens>Picture Books;Childrens;Fiction;Family;Humor,0-2;2-4;4-10;10+,available,Little Critter thinks he is in charge when Mom and Dad go away for the day even though Grandma and Grandpa spend the day with him.,https://ik.imagekit.io/qdxmlqyzh/LOBH/images-1/124.jpg
125,Cabin Fever,Jeff Kinney,Fiction;Humor;Childrens>Middle Grade;Childrens;Realistic Fiction;Sequential Art>Graphic Novels;Young Adult;Humor>Comedy;Sequential Art>Comics;Diary,0-2;2-4;4-10;10+,available,"""Greg Heffley is in big trouble.",https://ik.imagekit.io/qdxmlqyzh/LOBH/images-1/125.jpg
126,"Calm Down, Boris! ",Sam Lloyd,Childrens;Academic>School;Childrens>Picture Books,0-2;2-4;4-10;10+,available,"A furry, lovable monster, named Boris loves to be friendly, but sometimes he gets carried away with his big, tickly kisses, in a book which incorporates a hand puppet in every scene. On board pages.",https://ik.imagekit.io/qdxmlqyzh/LOBH/images-1/126.jpg
127,Camping Out,Heather Amery,Childrens>Picture Books;Childrens;Fiction,0-2;2-4;4-10;10+,available,Poppy and Sam try their hand at camping when visitors come to their Apple Tree farm.,https://ik.imagekit.io/qdxmlqyzh/LOBH/images-1/127.jpg
128,Can You Find.. 1001 Dinosaurs And Other Things?, ,,0-2;2-4;4-10;10+,available, ,https://ik.imagekit.io/qdxmlqyzh/LOBH/images-1/128.jpg
129,Can You?, ,Classics;Fiction;Historical>Victorian;Literature>19th Century;Historical>Historical Fiction;Literature;European Literature>British Literature;Romance;Novels;Historical,0-2;2-4;4-10;10+,available, ,https://ik.imagekit.io/qdxmlqyzh/LOBH/images-1/129.jpg
130,Captain Duck,Jez Alborough,Childrens>Picture Books;Childrens;Fiction;Animals;Childrens>Storytime;Transport,0-2;2-4;4-10;10+,available,"Things are bound to end in disaster when Duck goes on a day out with Sheep. Together they set out in Goat's boat, but duck hasn't seen the rock ahead, and the boat is going faster and faster...",https://ik.imagekit.io/qdxmlqyzh/LOBH/images-1/130.jpg
131,Captain Underpants And The Perilous Plot Of Professor Poopypants,Dav Pilkey,Childrens;Fiction;Humor;Sequential Art>Graphic Novels;Sequential Art>Comics;Fantasy;Childrens>Chapter Books;Humor>Comedy;Childrens>Middle Grade;Childrens>Juvenile,0-2;2-4;4-10;10+,available,"Professor Pippy P. (Pee-Pee) Poopypants is a brilliant scientist, but his ridiculous name means no one takes his fantastic inventions seriously.",https://ik.imagekit.io/qdxmlqyzh/LOBH/images-1/131.jpg
132,Captain Underpants And The Preposterous Plight Of The Purple Potty People,Dav Pilkey,Childrens;Fiction;Humor;Sequential Art>Comics;Sequential Art>Graphic Novels;Childrens>Chapter Books;Fantasy;Childrens>Middle Grade;Comics>Superheroes;Humor>Comedy,0-2;2-4;4-10;10+,available,"Captain Underpants returns to face his nemesis - the evil Capain Blunderpants - with the help of two new superheroes, Great-Granny Girdle and Boxer Boy.",https://ik.imagekit.io/qdxmlqyzh/LOBH/images-1/132.jpg
133,Cat And Mouse In A Haunted House,Geronimo Stilton,Childrens;Fantasy;Fiction;Adventure;Childrens>Middle Grade;Mystery;Childrens>Chapter Books;Animals;Humor;Childrens>Juvenile,0-2;2-4;4-10;10+,available,"Enter the world of Geronimo Stilton, where another funny adventure is always right around the corner. Each book is a fast-paced adventure with lively art and a unique format kids 7-10 will love. Who Is Geronimo Stilton? That's me!",https://ik.imagekit.io/qdxmlqyzh/LOBH/images-1/133.jpg
134,Catch That Crocodile,Anushka Ravishankar,Childrens>Picture Books;Cultural>India;Fiction,0-2;2-4;4-10;10+,available,"After Falguni Fruitseller finds a crocodile in a ditch, the terrified townspeople try to find a way to catch it.",https://ik.imagekit.io/qdxmlqyzh/LOBH/images-1/134.jpg
135,Chabar Chabar,Sheela Preuitt,,0-2;2-4;4-10;10+,available, ,
136,Chacha Chuha Mariya,Jijubhai Bandek,,0-2;2-4;4-10;10+,available, ,
137,Chammanlal Ke Paijame,Anila singh,,0-2;2-4;4-10;10+,available, ,
138,Char Chatore,Veerendra Dubey,,0-2;2-4;4-10;10+,available, ,
139,Charlie And The Chocolate Factory,Roald Dahl,Childrens;Fiction;Fantasy;Classics;Young Adult;Childrens>Middle Grade;Humor;Adventure;Childrens>Juvenile;Novels,0-2;2-4;4-10;10+,available,"""First published in the United States of America by Alfred A. Knopf, Inc., 1964""--Title page verso.",https://ik.imagekit.io/qdxmlqyzh/LOBH/images-1/139.jpg
140,Charlotte'S Web,E. B. White,Classics;Childrens;Fiction;Young Adult;Fantasy;Animals;Childrens>Middle Grade;Academic>School;Childrens>Chapter Books;Childrens>Juvenile,0-2;2-4;4-10;10+,available,"Charlotte's Web is the story of a little girl named Fern who loved a little pig named Wilburâ€”and of Wilbur's dear friend Charlotte A. Cavatica, a beautiful large grey spider who lived with Wilbur in the barn.",https://ik.imagekit.io/qdxmlqyzh/LOBH/images-1/140.jpg
141,Chashma Naya He, ,Fiction;Short Stories,0-2;2-4;4-10;10+,available, ,https://ik.imagekit.io/qdxmlqyzh/LOBH/images-1/141.jpg
142,Chay Ki Kahani,Arun Kumar Datt,,0-2;2-4;4-10;10+,available, ,
143,Cheenti Chadi Pahad, ,,0-2;2-4;4-10;10+,available, ,
144,"Chhoti Chinti,Kaam Bada",Pulak Vishwas,,0-2;2-4;4-10;10+,available, ,
145,Chicken Licken And Foxy Loxy, ,,0-2;2-4;4-10;10+,available, ,https://ik.imagekit.io/qdxmlqyzh/LOBH/images-1/145.jpg
146,Chicken'S Can'T See In The Dark,Kristyna Litten,Childrens>Picture Books;Childrens,0-2;2-4;4-10;10+,available,"Little Pippa is no headless chicken. Quite the opposite, in fact. So when Mr Benedict tells his class on Sunnyside Farm that chickens can't see in the dark, Pippa sets out to discover the secrets of night vision.",https://ik.imagekit.io/qdxmlqyzh/LOBH/images-1/146.jpg
147,Chidiya Gharki Sher,,,0-2;2-4;4-10;10+,available,,
148,Children'S Songs, ,,0-2;2-4;4-10;10+,available, ,https://ik.imagekit.io/qdxmlqyzh/LOBH/images-1/148.jpg
149,Chocolate Mousse For Greedy Goose,Julia Donaldson,Childrens>Picture Books;Childrens;Food and Drink>Food;Animals;Fiction,0-2;2-4;4-10;10+,available,"BOARD BOOK. ""Chocolate mousse!"" says greedy Goose. ""Don't just grab it!"" says angry Rabbit. Good manners aren't on the menu at this meal. Duck won't eat his carrots.",https://ik.imagekit.io/qdxmlqyzh/LOBH/images-1/149.jpg
150,Chor Machaye Shor,Gijubhai Badeka,,0-2;2-4;4-10;10+,available, ,
151,Chu Chu, ,,0-2;2-4;4-10;10+,available, ,
152,Chutki Aur Chiro,Manjari Singh,,0-2;2-4;4-10;10+,available, ,
153,Cinderella,,,0-2;2-4;4-10;10+,available,"With the help of her fairy godmother, a kitchen maid mistreated by her stepmother and stepsisters attends the palace ball where she meets the prince of her dreams.",https://ik.imagekit.io/qdxmlqyzh/LOBH/images-1/153.jpg
154,Cinderella, ,,0-2;2-4;4-10;10+,available, ,
155,Clare And The Fair ,Julia Donaldson,Childrens,0-2;2-4;4-10;10+,available,Find out what Clare does at the Fair and how Jack meets the Giants in this phonics story collection from Julia Donaldson.This Read with Oxford Stage 4 collection is ideal for children who are gaining more reading confidence.Read with Oxford ...,https://ik.imagekit.io/qdxmlqyzh/LOBH/images-1/155.jpg
156,Clifford Goes To Dog School,Norman Bridwell,Childrens>Picture Books;Childrens;Academic>School;Fiction;Animals>Dogs;Animals,0-2;2-4;4-10;10+,available,"Auntie, who is a dog trainer, thinks Clifford needs to learn obedience, but to Emily Elizabeth the big red dog is perfect already.",https://ik.imagekit.io/qdxmlqyzh/LOBH/images-1/156.jpg
157,Clifford Welcome To Birdwell Island,"Scholastic, Incorporated",,0-2;2-4;4-10;10+,available,"Clifford and his family move to Birdwell Island to give the big red dog room to play, but the neighbors think he's a nuisance until he shows them that his size can be an advantage.",https://ik.imagekit.io/qdxmlqyzh/LOBH/images-1/157.jpg
158,Clifford'S First Autumn,Norman Bridwell,Childrens>Picture Books;Childrens;Animals;Childrens>Storytime;Animals>Dogs;Fiction;Childrens>Juvenile;European Literature>Spanish Literature,0-2;2-4;4-10;10+,available,"Summer is over, and Clifford the small red puppy, is curious about the changes that are happening all around him.",https://ik.imagekit.io/qdxmlqyzh/LOBH/images-1/158.jpg
159,Clifford'S Puppy Days,Norman Bridwell,Childrens>Picture Books;Childrens;Animals;Animals>Dogs;Fiction;Kids;Young Adult;Classics,0-2;2-4;4-10;10+,available,"Recounts the antics of big, lovable Clifford when he was a very small puppy.",https://ik.imagekit.io/qdxmlqyzh/LOBH/images-1/159.jpg
160,Coach Hyatt Is A Riot,Dan Gutman,Childrens;Fiction;Sports>Sports;Humor;Childrens>Chapter Books;Realistic Fiction;Football;Childrens>Juvenile;Childrens>Middle Grade,0-2;2-4;4-10;10+,available,"With more than 30 million books sold, the My Weird School series really gets kids reading! In this fourth book in the My Weird School Daze series, the Pee Wee Football season is here! But A.J.'s new coach is crazy.",https://ik.imagekit.io/qdxmlqyzh/LOBH/images-1/160.jpg
161,Colors,,,0-2;2-4;4-10;10+,available,,
162,Community Helpers, ,,0-2;2-4;4-10;10+,available, ,https://ik.imagekit.io/qdxmlqyzh/LOBH/images-1/162.jpg
163,Complete Flags Of The World, ,Reference;Nonfiction;History;Science>Geography,0-2;2-4;4-10;10+,available, ,https://ik.imagekit.io/qdxmlqyzh/LOBH/images-1/163.jpg
164,Croc Gets A Shock,Mairi Mackinnon,Childrens>Picture Books;Childrens;Animals,0-2;2-4;4-10;10+,available,Croc is always running late. What can her friends do to help?,https://ik.imagekit.io/qdxmlqyzh/LOBH/images-1/164.jpg
165,Curious George The Donut Delivery,Monica Perez,,0-2;2-4;4-10;10+,available,"When Curious George adds a few extra zeros to his donut order, he doesn't realize how big his delivery is going to get.",https://ik.imagekit.io/qdxmlqyzh/LOBH/images-1/165.jpg
166,Daddy Pig'S Lost Keys,Mandy Archer,Childrens,0-2;2-4;4-10;10+,available,"Peppa and George are having a lovely day out, until Daddy Pig drops the car keys down the drain! How will he get them back out again? --",https://ik.imagekit.io/qdxmlqyzh/LOBH/images-1/166.jpg
167,Daddy Pig'S Office,Neville Astley,Childrens,0-2;2-4;4-10;10+,available,It's a very special day for Peppa and George-they're going in to work with Daddy Pig. Find out what adventures they have in his office.,https://ik.imagekit.io/qdxmlqyzh/LOBH/images-1/167.jpg
168,Daddy Pig'S Old Chair,Ladybird Ladybird,Childrens,0-2;2-4;4-10;10+,available,Naughty Mummy Pig has given Daddy Pig's favourite old chair to the jumble sale How is he ever going to get it back?,https://ik.imagekit.io/qdxmlqyzh/LOBH/images-1/168.jpg
169,"Daisy, Little Dancer",Marie Birkinshaw,,0-2;2-4;4-10;10+,available,Daisy hadn't realized everybody in Mrs Pringle's ballet school would be so much taller.,https://ik.imagekit.io/qdxmlqyzh/LOBH/images-1/169.jpg
170,Daisy-Head Mayzie,Dr. Seuss,Childrens>Picture Books;Childrens;Fiction;Poetry;Classics;Fantasy;Academic>School;Humor;Childrens>Juvenile;Kids,0-2;2-4;4-10;10+,available,"Here is a book with all the fun that we have come to expect from Dr. Seuss. And, as an added bonus, the Cat in the Hat gives a four-star performance as the story's narrator!",https://ik.imagekit.io/qdxmlqyzh/LOBH/images-1/170.jpg
171,Daisy'S Day Out,Jane Simmons,,0-2;2-4;4-10;10+,available,"Daisy is a little duckling with big feet. The Daisy books use bright colours, rhyming texts and familiar themes, like going to sleep, animal noises and staying near to mother, to introduce reading to the very youngest of children",https://ik.imagekit.io/qdxmlqyzh/LOBH/images-1/171.jpg
172,Daisy'S New Car, ,,0-2;2-4;4-10;10+,available, ,https://ik.imagekit.io/qdxmlqyzh/LOBH/images-1/172.jpg
173,Danny The Champion Of The World,Roald Dahl,Childrens;Fiction;Classics;Young Adult;Childrens>Middle Grade;Fantasy;Adventure;Humor;European Literature>British Literature;Audiobook,0-2;2-4;4-10;10+,available,A young English boy describes his relationship with his father and the special adventure they share together.,https://ik.imagekit.io/qdxmlqyzh/LOBH/images-1/173.jpg
174,Gangsta Granny ,,,0-2;2-4;4-10;10+,available,,
175,Dear Class, ,,0-2;2-4;4-10;10+,available, ,https://ik.imagekit.io/qdxmlqyzh/LOBH/images-1/175.jpg
176,Dear Zoo,Rod Campbell,Childrens>Picture Books;Childrens;Animals;Childrens>Storytime;Fiction;Classics;Kids,0-2;2-4;4-10;10+,available,"Rod Campbell's classic lift-the-flap book 'Dear Zoo' has delighted toddlers for almost 30 years, and now this slipcase of board books based on the much-loved story is perfect for a new generation of very young children.",https://ik.imagekit.io/qdxmlqyzh/LOBH/images-1/176.jpg
177,Delhi Here We Come, ,,0-2;2-4;4-10;10+,available, ,https://ik.imagekit.io/qdxmlqyzh/LOBH/images-1/177.jpg
178,Dig Dig Digging,Margaret Mayo,Childrens>Picture Books;Childrens;Transport;Transport>Trucks;Childrens>Storytime;Fiction;Childrens>Juvenile;Childrens>Pre K,0-2;2-4;4-10;10+,available,"Simple rhymes introduce such large vehicles as dump trucks, fire engines, and tractors, and describe the work that they do. On board pages.",https://ik.imagekit.io/qdxmlqyzh/LOBH/images-1/178.jpg
179,Dina The Rapper, ,,0-2;2-4;4-10;10+,available, ,https://ik.imagekit.io/qdxmlqyzh/LOBH/images-1/179.jpg
180,Dinosaur Peekaboo!,Clare Lloyd,,0-2;2-4;4-10;10+,available,"Can you find Mommy T. rex hiding under the flaps? Watch out, the baby dinosaurs might jump out at you!",https://ik.imagekit.io/qdxmlqyzh/LOBH/images-1/180.jpg
181,Dinosaur Sleepover,Pamela Duncan Edwards,Childrens>Picture Books;Animals>Dinosaurs;Animals;Childrens,0-2;2-4;4-10;10+,available,"But his little boy helps Dinosaur overcome his fears, and together they discover just how much fun a sleepover can be.",https://ik.imagekit.io/qdxmlqyzh/LOBH/images-1/181.jpg
182,Dinosaurs Before Dark ,Mary Pope Osborne,Fantasy;Childrens;Fiction;Childrens>Chapter Books;Adventure;Historical>Historical Fiction;Childrens>Middle Grade;Animals>Dinosaurs;Science Fiction>Time Travel;Fantasy>Magic,0-2;2-4;4-10;10+,available,"Eight-year-old Jack and his younger sister Annie find a magic treehouse, which whisks them back to an ancient time zone where they see live dinosaurs.",https://ik.imagekit.io/qdxmlqyzh/LOBH/images-1/182.jpg
183,Dinosaurs Love Underpants,Claire Freedman,Childrens>Picture Books;Animals>Dinosaurs;Childrens;Humor;Childrens>Storytime;Animals;Fiction;Fantasy;Kids;Academic>School,0-2;2-4;4-10;10+,available,"Dinosaurs were all wiped out, A long way back in history. No one knows quite how or why, Now this book solves the mystery.",https://ik.imagekit.io/qdxmlqyzh/LOBH/images-1/183.jpg
184,Disney Princess Look And Find ,,,0-2;2-4;4-10;10+,available,,https://ik.imagekit.io/qdxmlqyzh/LOBH/images-1/184.jpg
185,Diz And The Big Fat Burglar,Margaret Stuart Barry,,0-2;2-4;4-10;10+,available,"Diz and her dog, Digger, decide to have a spring clean - and find a burglar asleep in the rubbish] Diz comes up with an idea to stop him ever stealing again",https://ik.imagekit.io/qdxmlqyzh/LOBH/images-1/185.jpg
186,Doctor Duck,Julia Donaldson,,0-2;2-4;4-10;10+,available,"""Mum Bug rang Doctor Duck. ""Come quick! Bob Bug is sick!"""" --Back cover.",https://ik.imagekit.io/qdxmlqyzh/LOBH/images-1/186.jpg
187,Dog Days, ,Fiction;Contemporary;Animals;LGBT;Adult;European Literature>British Literature;Realistic Fiction;Health>Mental Health;Animals>Dogs,0-2;2-4;4-10;10+,available, ,https://ik.imagekit.io/qdxmlqyzh/LOBH/images-1/187.jpg
188,Dolphins At Daybreak,Mary Pope Osborne,Childrens;Fantasy;Fiction;Childrens>Chapter Books;Adventure;Childrens>Middle Grade;Historical>Historical Fiction;Animals;Science Fiction>Time Travel;Fantasy>Magic,0-2;2-4;4-10;10+,available,"""Dolphins at Daybreak begins the third set of four books in this magical (and increasingly popular) series! Jack and Annie are off in the Magic Tree House again, this time to a whole new world under the ocean.",https://ik.imagekit.io/qdxmlqyzh/LOBH/images-1/188.jpg
